Index,위도값,경도값,RSE_ID,ExitingCount,EnteringCount,Address,Date
4,36.91226,127.18921,162005757,136701,136634,대한민국 충청남도 천안시 서북구 입장면 용정리 51-8,2024-04-29
7,36.97148,127.16928,162005828,137178,141314,대한민국 경기도 안성시 공도읍 건천리 189-4,2024-04-28
31,36.58449,127.42647,162005243,64358,57075,대한민국 충청북도 청주시 서원구 남이면 석실리 365-12,2024-04-26
56,35.32861,129.05694,262002365,35224,35236,대한민국 경상남도 양산시 동면 내송리 산76-1,2024-04-27
6,36.88167,127.18917,162005723,125434,124858,대한민국 충청남도 천안시 서북구 성거읍 정촌리 232-38,2024-04-23
17,36.46767,127.42078,162005108,94807,94178,대한민국 충청북도 청주시 서원구 현도면 매봉리 344-1,2024-04-29
69,36.30847,127.57572,162004836,24004,23996,대한민국 충청북도 옥천군 옥천읍 문정리 263-1,2024-04-26
73,36.281111,127.755556,462004623,25744,25595,대한민국 충청북도 옥천군 청성면 조천리 253,2024-04-23
64,35.613003,129.145706,362002711,26854,26878,대한민국 울산광역시 울주군 두서면 구량리 282-1,2024-04-26
18,36.80417,127.165,162005633,92859,96944,대한민국 충청남도 천안시 동남구 원성동 81-2,2024-04-29
49,35.49417,129.09639,262002573,42303,42548,대한민국 경상남도 양산시 하북면 순지리 16-2,2024-04-24
83,36.28039,127.67961,262004734,18189,18197,대한민국 충청북도 옥천군 동이면 조령리 산40-2,2024-04-26
3,37.12583,127.09694,162006016,128371,127603,대한민국 경기도 평택시 진위면 동천리 602-2,2024-04-26
36,36.37486,127.43024,162005000,62985,61847,대한민국 대전광역시 대덕구 법동 산14-3,2024-04-24
22,36.55249,127.43174,162005208,73333,84361,대한민국 충청북도 청주시 서원구 남이면 외천리 187-6,2024-04-30
21,37.12663,127.09778,162006045,78841,75334,대한민국 경기도 평택시 진위면 동천리 596-3,2024-04-27
47,35.43944,129.07833,262002510,40227,40892,대한민국 경상남도 양산시 하북면 용연리 산83-4,2024-04-30
10,37.15923,127.08844,162006058,113026,115583,대한민국 경기도 오산시 부산동 157-3,2024-04-27
41,36.73389,127.28353,162005480,53807,53690,대한민국 충청남도 천안시 동남구 수신면 속창리 143-11,2024-04-23
88,37.33278,127.10361,462006250,7351,7284,대한민국 경기도 용인시 수지구 죽전동 866-14,2024-04-30
12,36.942,127.1897,162005789,109864,109850,대한민국 충청남도 천안시 서북구 입장면 가산리 362-15,2024-04-24
2,37.12583,127.09694,162006016,149752,148302,대한민국 경기도 평택시 진위면 동천리 602-2,2024-04-28
56,35.54778,129.12444,262002639,34824,34636,대한민국 울산광역시 울주군 삼남읍 신화리 산39-3,2024-04-23
35,36.42571,127.41682,162005060,59251,60255,대한민국 대전광역시 대덕구 상서동 359-19,2024-04-26
13,37.37306,127.10556,462006299,106268,109159,대한민국 경기도 성남시 분당구 성남대로407번길 26,2024-04-30
77,36.27095,127.831,262004582,22183,22110,대한민국 충청북도 영동군 용산면 구촌리 13-1,2024-04-30
91,37.07361,127.13444,162005949,7688,7666,대한민국 경기도 안성시 원곡면 산하리 319-1,2024-04-28
79,36.19304,128.00252,262004374,21734,21838,대한민국 경상북도 김천시 봉산면 광천리 798,2024-04-30
